Row ID,Order ID,Order Date,Ship  Date,Ship Mode ,Customer ID,Customer Name,segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category ,Product Name,Sales,Quantity,Discount,Profit
9067,CA-2017-152968,26-05-17,05-30-17,Standard Class,BM-11785,Bryan Mills,Consumer,  United States  ,Harrisonburg,Virginia,22801,SOUTH,TEC-AC-10000521,Technology,Accessories,"Verbatim Slim CD and DVD Storage Cases, 50/Pack",23.08,2,0,6.924
8542,CA-2015-157287,12-22-15,23-12-15,FIRST CLASS,HR-14830,Harold Ryan,CORPORATE,United States,Philadelphia,Pennsylvania,19140,East,OFF-ST-10001172,office supplies,  Storage  ,"Tennsco Lockers, Sand",33.568,2,0.2,1.6784
6484,CA-2017-113908,03-06-17,06-09-17,standard class,KN-16390,Katherine Nockton,corporate,united states,New York City,New York,10011,east,FUR-TA-10001932,FURNITURE,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.768,2,0.4,-115.4304
6742,CA-2014-144029,05/26/2014,31-May-14,  Standard Class  ,MM-18055,Michelle Moray,Consumer,United States,Chicago,Illinois,60623,central,OFF-AR-10000716,Office Supplies,  Art  ,DIXON Ticonderoga Erasable Checking Pencils,13.392,3,0.2,3.1806
3058,CA-2017-131492,19-10-17,24-10-17,Second Class,HH-15010,Hilary Holden,Corporate,US,San Francisco,California,94110,West,OFF-LA-10001641,Office Supplies,Labels,Avery 518,31.5,10,0,15.12
2585,US-2014-155502,26-01-14,31-Jan-14,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10002103,Technology,phones,Jabra SPEAK 410,187.98,2,0,52.6344
4089,US-2014-156559,08-19-14,26-08-14,Standard Class,LH-16900,Lena Hernandez,Consumer,United States,Jonesboro,Arkansas,72401,SOUTH,FUR-BO-10000711,Furniture,Bookcases,"Hon Metal Bookcases, Gray",$638.82 ,9,0,172.4814
8997,US-2017-116491,11-Nov-17,11/13/2017,First Class,PG-18820,Patrick Gardner,Consumer,united states,Dallas,Texas,75081,Centeral,TEC-PH-10004531,Technology,PHONES,OtterBox Commuter Series Case - iPhone 5 & 5s,35.184,2,,12.3144
6129,US-2014-158400,25-10-14,28-10-14,First Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,California,94109,west,OFF-BI-10002353,Office Supplies,binders,GBC VeloBind Cover Sets,49.408,4,0.2,18.528
1332,CA-2017-127705,02-06-17,06-06-17,Standard Class,AB-10255,Alejandro Ballentine,home office,United States,Lorain,Ohio,,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,2.401
3099,CA-2017-135692,27-Apr-17,05-01-17,Standard  Class,CV-12805,Cynthia Voltz,CORPORATE,united states,Fort Worth,Texas,76106,Central,FUR-BO-10002268,furniture,Bookcases,Sauder Barrister Bookcases,220.2656,4,0.32,-42.1096
4990,CA-2017-107321,31-08-17,04-Sep-17,STANDARD CLASS,AW-10930,Arthur Wiediger,home office,  United States  ,San Francisco,California,94110,WEST,OFF-BI-10004022,Office Supplies,binders,Acco Suede Grain Vinyl Round Ring Binder,6.672,3,0.2,2.1684
5195,CA-2014-101560,28-Nov-14,12-01-14,Second Class,CS-12250,Chris Selesnick,  Corporate  ,United States,Columbia,-,29203,South,OFF-AR-10004757,OFFICE SUPPLIES,Art,Crayola Colored Pencils,13.12,4,0,4.3296
3920,US-2015-148817,01-Dec-15,12-07-15,Standard Class,KD-16495,Keith Dawkins,Corporate,united states,Chesapeake,Virginia,23320,south,OFF-ST-10001321,OFFICE SUPPLIES,STORAGE,"Decoflex Hanging Personal Folder File, Blue",61.68,4,0,16.6536
6631,CA-2016-105081,12-25-16,30-12-16,Standard Class,JE-15715,Joe Elijah,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,698.352,3,0.2,52.3764
8549,CA-2015-149566,05-12-15,10-12-15,  Standard Class  ,GB-14530,George Bell,Corporate,United States,Los Angeles,California,90049,West,OFF-LA-10000452,Office Supplies,Labels,Avery 488,12.6,4,0,6.048
8505,CA-2016-109400,02-05-16,06-05-16,Standard Class,NR-18550,Nick Radford,Consumer,United States,Amarillo,Texas,79109,Central,FUR-CH-10003298,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",366.744,4,0.3,-110.0232
7644,US-2016-157490,06-10-16,07-10-16,first class,LB-16795,Laurel Beltran,Home Office,United States,Pueblo,Colorado,81001,  West  ,OFF-BI-10002571,OFFICE SUPPLIES,Binders,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",$11.98 ,4,0.7,-9.1816
2736,CA-2015-115798,11/13/2015,11-19-15,standard class,KL-16645,,Consumer,United States,Newark,Delaware,19711,East,TEC-PH-10003691,Technology,Phones,BlackBerry Q10,377.97,3,0,94.4925
1530,CA-2015-148432,11-07-15,11-10-15,Second Class,MC-18130,Mike Caudle,corporate,United States,Newark,Delaware,19711,east,OFF-PA-10001274,OFFICE SUPPLIES,Paper,Loose Memo Sheets,7.3,2,0,3.431
953,CA-2017-131156,03-Apr-17,07-04-17,Standard Class,KH-16360,Katherine Hughes,  Consumer  ,united states,Philadelphia,Pennsylvania,19143,EAST,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,25.472,4,0.2,7.6416
3794,CA-2015-163762,27-11-15,12-01-15,standard class,JE-15475,Jeremy Ellison,Consumer,United States,New York City,New York,10024,east,OFF-AR-10001915,Office Supplies,ART,Peel-Off China Markers,29.79,3,0,12.5118
6628,CA-2014-138513,05/23/2014,27-05-14,Standard Class,EH-13990,Erica Hackney,Consumer,united states,Bellevue,Washington,98006,West,OFF-PA-10003177,Office Supplies,Paper,Xerox 1999,12.96,2,0,6.2208
6747,CA-2017-159156,13-11-17,16-11-17,first class,KB-16600,Ken Brennan,  Corporate  ,United States,New York City,New York,10009,east,TEC-PH-10004389,Technology,Phones,Nokia Lumia 925,629.95,5,0,163.787
4530,CA-2016-134691,11-14-16,11/18/2016,Standard Class,KC-16540,Kelly Collister,CONSUMER,united states,Houston,Texas,77041,Central,OFF-BI-10002393,  Office Supplies  ,Binders,Binder Posts,2.296,2,0.8,-3.9032
7878,CA-2015-148705,12-Mar-15,03-18-15,STANDARD CLASS,EB-14170,Evan Bailliet,Consumer,United States,Charlotte,North Carolina,28205,South,OFF-LA-10001641,OFFICE SUPPLIES,labels,Avery 518,5.04,2,0.2,1.764
4822,CA-2015-140025,07-04-15,11-04-15,Standard Class,PF-19120,Peter Fuller,Consumer,United States,San Antonio,Texas,78207,Central,TEC-AC-10002402,Technology,accessories,Razer Kraken PRO Over Ear PC and Music Headset,383.952,6,0.2,47.994
7428,US-2014-164763,17-Mar-14,03/21/2014,STANDARD CLASS,MH-17440,Mark Haberlin,Corporate,  United States  ,Jackson,Mississippi,39212,South,OFF-BI-10000605,Office Supplies,binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",11.43,3,0,5.3721
3750,CA-2017-161956,27-08-17,29-Aug-17,Secound Class,DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,TEC-CO-10001571,Technology,COPIERS,Sharp 1540cs Digital Laser Copier,879.984,2,0.2,329.994
7357,CA-2016-114748,10-09-16,10-14-16,Standard Class,MZ-17335,Maria Zettner,Home Office,United States,Phoenix,Arizona,85023,West,OFF-AR-10001315,  Office Supplies  ,Art,Newell 310,1.408,1,0.2,0.1584
8753,CA-2016-105662,05-05-16,09-05-16,Standard Class,RB-19465,Rick Bensley,Home Office,United States,Tallahassee,Florida,32303,South,TEC-PH-10001198,TECHNOLOGY,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665
2512,CA-2015-102722,04-18-15,19-04-15,First Class,KW-16570,Kelly Williams,consumer,united states,Monroe,Louisiana,71203,South,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,106.5,6,0,41.535
2456,CA-2017-140949,17-03-17,03-22-17,Second Class,DB-13405,Denny Blanton,Consumer,united states,New York City,New York,10011,East,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",107.44,8,0,27.9344
7108,CA-2016-109666,04-19-16,04-26-16,STANDARD CLASS,KM-16720,Kunst Miller,Consumer,United States,New York City,New York,10035,  n/a  ,TEC-PH-10004774,Technology,Phones,Gear Head AU3700S Headset,25.98,2,0,0.7794
1632,CA-2016-106530,08-05-16,08-05-16,Same Day,CL-12565,Clay Ludtke,Consumer,United States,Cleveland,Ohio,44105,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,10.688,2,0.2,3.7408
4524,CA-2014-107454,02-11-14,11-06-14,standard class,RD-19720,Roger Demir,consumer,  United States  ,New York City,New York,10024,EAST,OFF-LA-10001569,Office Supplies,Labels,Avery 499,34.86,7,0,16.0356
8049,CA-2016-168543,07-03-16,07-07-16,Standard Class,DK-13225,Dean Katz,CORPORATE,united states,New York City,New York,10035,East,OFF-AP-10000938,Office Supplies,Appliances,Avanti 1.7 Cu. Ft. Refrigerator,$706.86 ,7,0,197.9208
6273,CA-2017-149706,11-12-17,12-12-17,first class,AS-10285,Alejandro Savely,Corporate,United States,Palatine,Illinois,60067,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,116.312,7,0.2,23.2624
2794,CA-2014-154599,12-04-14,17-04-14,Standard Class,KN-16450,Kean Nguyen,Corporate,united states,Redondo Beach,California,,west,TEC-PH-10001557,TECHNOLOGY,PHONES,Pyle PMP37LED,1075.088,14,0.2,94.0702
1739,CA-2015-130204,09-03-15,09-09-15,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,,WEST,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,$17.90 ,2,0,3.401
5378,CA-2014-125542,12-05-14,12-07-14,First Class,NB-18655,Nona Balk,CORPORATE,United States,Philadelphia,Pennsylvania,19134,east,OFF-EN-10000056,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,348.488,7,0.2,117.6147
5496,CA-2015-113523,09-04-15,08-Sep-15,Standard Class,SC-20440,Shaun Chance,corporate,united states,Philadelphia,Pennsylvania,19140,East,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,7.656,4,0.7,-6.1248
7725,CA-2016-113978,25-Sep-16,29-09-16,Standard Class,TS-21505,Tony Sayre,Consumer,United States,Cleveland,Ohio,44105,East,OFF-AP-10003849,Office Supplies,Appliances,Hoover Shoulder Vac Commercial Portable Vacuum,286.256,1,0.2,17.891
1938,CA-2016-112109,07-08-16,12-07-16,Standard Class,JE-15715,Joe Elijah,Consumer,UNITED STATES,Broomfield,Colorado,80020,West,OFF-BI-10002082,  Office Supplies  ,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,0.7,-13.312
9637,CA-2014-124702,18-11-14,25-Nov-14,standard class,MH-17785,Maya Herman,CORPORATE,United States,Seattle,Washington,98105,west,FUR-FU-10003553,Furniture,Furnishings,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",137.54,2,0,55.016
2730,CA-2017-104801,13-02-17,19-02-17,Standard Class,FH-14350,Fred Harton,CONSUMER,United States,Seattle,Washington,98105,West,OFF-AR-10001547,Office Supplies,Art,Newell 311,6.63,3,0,1.7901
1397,CA-2016-124485,24-11-16,11/26/2016,First Class,NC-18340,Nat Carroll,Consumer,  United States  ,New York City,New York,10035,EAST,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",17.216,4,0.2,6.0256
5129,CA-2014-160766,09/14/2014,14-Sep-14,Same Day,DM-13015,Darrin Martin,Consumer,UNITED STATES,New York City,New York,10009,East,TEC-PH-10001536,TECHNOLOGY,Phones,Spigen Samsung Galaxy S5 Case Wallet,16.99,1,0,4.4174
7174,US-2017-141677,03/26/2017,30-03-17,Standard Class,HK-14890,Heather Kirkland,Corporate,United States,Houston,Texas,77070,Central,TEC-CO-10002313,TECHNOLOGY,Copiers,Canon PC1080F Personal Copier,2399.96,5,0.2,569.9905
9,CA-2014-115812,06-09-14,06-14-14,STANDARD CLASS,BH-11710,Brosina Hoffman,Consumer,  United States  ,Los Angeles,California,90032,West,OFF-BI-10003910,Office Supplies,BINDERS,DXL Angle-View Binders with Locking Rings by Samsill,18.504,3,0.2,5.7825
5733,CA-2017-143574,06-29-17,02-07-17,FIRST CLASS,DR-12880,Dan Reichenbach,  Corporate  ,United States,,Connecticut,6460,  East  ,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",638.82,9,0,185.2578
5222,CA-2017-117401,18-May-17,22-05-17,SECOND CLASS,PP-18955,Paul Prost,Home Office,United States,Springfield,Missouri,65807,central,OFF-AP-10000938,  Office Supplies  ,  Appliances  ,Avanti 1.7 Cu. Ft. Refrigerator,706.86,7,0,197.9208
7039,CA-2017-161970,09-22-17,27-09-17,  Standard Class  ,PB-19105,Peter Bühler,Consumer,United States,Smyrna,Georgia,30080,South,OFF-AR-10003896,office supplies,Art,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",17.94,3,0,6.4584
7599,CA-2014-131947,17-09-14,22-09-14,Standard Class,JA-15970,Joseph Airdo,Consumer,  United States  ,Springfield,Oregon,97477,  West  ,OFF-AR-10000411,Office Supplies,ART,Boston 16701 Slimline Battery Pencil Sharpener,38.256,3,0.2,4.782
8501,CA-2014-169061,05-03-14,03-08-14,Second Class,AB-10150,Aimee Bixby,Consumer,United States,Yonkers,New York,10701,East,OFF-PA-10001878,office supplies,Paper,Xerox 1891,97.82,2,0,45.9754
1288,CA-2016-154711,11/22/2016,26-11-16,STANDARD CLASS,TB-21355,Todd Boyes,Corporate,United States,New York City,New York,10009,east,FUR-FU-10000397,Furniture,  Furnishings  ,Luxo Economy Swing Arm Lamp,39.88,2,0,11.1664
240,CA-2016-157749,04-Jun-16,09-Jun-16,Second Class,KL-16645,Ken Lonsdale,Consumer,United States,Chicago,Illinois,60610,central,FUR-FU-10004351,furniture,Furnishings,Staple-based wall hangings,11.688,3,0.6,-4.6752
3881,CA-2015-129896,15-06-15,06/20/2015,Standard Class,PF-19120,Peter Fuller,Consumer,United States,Gilbert,Arizona,85234,West,OFF-PA-10002245,Office Supplies,PAPER,Xerox 1895,9.568,2,0.2,2.99
9974,US-2016-103674,12-06-16,12-10-16,STANDARD CLASS,AP-10720,Anne Pryor,Home Office,UNITED STATES,Los Angeles,California,90032,West,TEC-PH-10004080,  Technology  ,Phones,Avaya 5410 Digital phone,$271.96 ,5,0.2,27.196
7094,CA-2015-119480,09-01-15,01/13/2015,Standard Class,CC-12685,Craig Carroll,Consumer,  United States  ,Henderson,Kentucky,42420,South,OFF-PA-10004996,Office Supplies,Paper,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",51.55,5,0,24.2285
5289,US-2017-136784,30-04-17,05-05-17,Standard Class,AD-10180,Alan Dominguez,HOME OFFICE,United States,San Francisco,California,94122,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,163.96,4,0,80.3404
4886,CA-2014-151379,16-Dec-14,20-12-14,STANDARD CLASS,SC-20695,Steve Chapman,Corporate,United States,Detroit,Michigan,48227,central,OFF-PA-10000595,OFFICE SUPPLIES,paper,Xerox 1929,114.2,5,0,52.532
7896,CA-2017-124744,21-06-17,25-06-17,standard class,EH-14125,Eugene Hildebrand,Home Office,united states,Wheeling,West Virginia,26003,EAST,OFF-BI-10000145,office supplies,BINDERS,Zipper Ring Binder Pockets,6.24,2,0,3.0576
5148,CA-2017-128734,24-Dec-17,31-12-17,Standard Class,JL-15175,James Lanier,Home Office,UNITED STATES,Chandler,Arizona,85224,WEST,FUR-FU-10001731,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.544,4,0.2,1.9224
3064,CA-2015-145184,11/27/2015,11/29/2015,  First Class  ,JD-16150,Justin Deggeller,  Corporate  ,United States,Newark,Delaware,19711,East,TEC-AC-10000397,Technology,Accessories,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",104.97,3,0,7.3479
5089,CA-2015-109001,05-03-15,09-03-15,STANDARD CLASS,KN-16390,Katherine Nockton,CORPORATE,UNITED STATES,Philadelphia,Pennsylvania,19120,East,OFF-BI-10003529,Office Supplies,BINDERS,Avery Round Ring Poly Binders,2.556,3,0.7,-1.7892
8108,CA-2017-159149,17-02-17,19-Feb-17,First Class,CR-12820,Cyra Reiten,Home Office,  United States  ,Houston,Texas,77041,Centeral,TEC-PH-10000038,  Technology  ,  Phones  ,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,438.336,4,0.2,-87.6672
7373,US-2017-123862,01-07-17,09-Jan-17,second class,JF-15190,Jamie Frazer,CONSUMER,United States,Long Beach,California,90805,  West  ,OFF-ST-10002301,Office Supplies,STORAGE,Tennsco Commercial Shelving,61.02,3,0,0.6102
3776,US-2014-102715,11-Apr-14,,SECOND CLASS,JK-15370,Jay Kimmel,consumer,United States,Miami,Florida,33180,south,OFF-PA-10000029,Office Supplies,Paper,Xerox 224,10.368,2,,3.6288
466,CA-2016-109869,22-Apr-16,04/29/2016,Standard Class,TN-21040,Tanja Norvell,Home Office,United States,Phoenix,Arizona,85023,West,OFF-SU-10003505,office supplies,Supplies,Premier Electric Letter Opener,185.376,2,0.2,-34.758
114,CA-2014-115259,08-25-14,27-Aug-14,SECOND CLASS,RC-19960,Ryan Crowe,Consumer,United States,Columbus,Ohio,43229,East,OFF-FA-10000621,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",40.096,14,0.2,14.5348
7379,CA-2015-136224,05-31-15,31-05-15,Same Day,ML-18265,Muhammed Lee,Consumer,UNITED STATES,Fayetteville,North Carolina,28314,SOUTH,OFF-AR-10003504,office supplies,Art,Newell 347,10.272,3,0.2,1.1556
4069,CA-2014-102673,01-Nov-14,11-05-14,  Standard Class  ,KH-16630,Ken Heidel,Corporate,United States,Charlotte,North Carolina,28205,SOUTH,TEC-PH-10004434,Technology,Phones,Cisco IP Phone 7961G VoIP phone - Dark gray,978.84,9,0.2,110.1195
9033,CA-2017-105823,06/22/2017,06/26/2017,standard class,RB-19465,Rick Bensley,Home Office,United States,Detroit,Michigan,48227,Central,FUR-CH-10000454,Furniture,Chairs,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",487.96,2,0,146.388
5150,CA-2014-141796,06/21/2014,21-06-14,same day,JG-15160,,CONSUMER,United States,Long Beach,New York,11561,east,TEC-PH-10001578,TECHNOLOGY,Phones,Polycom SoundStation2 EX Conference phone,1214.85,3,0,352.3065
2145,CA-2016-155481,01-09-16,09-05-16,Standard Class,DK-13225,Dean Katz,corporate,  United States  ,,Pennsylvania,19140,East,OFF-FA-10002780,Office Supplies,Fasteners,Staples,16.688,7,0.2,5.4236
8191,US-2017-155866,11/17/2017,21-11-17,STANDARD CLASS,CC-12370,Christopher Conant,Consumer,UNITED STATES,New York City,New York,10011,East,OFF-PA-10004735,Office Supplies,PAPER,Xerox 1905,$38.88 ,6,0,18.6624
9050,CA-2014-124513,21-09-14,25-Sep-14,STANDARD CLASS,SL-20155,Sara Luxemburg,Home Office,United States,New York City,New York,10011,  East  ,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,66.03,3,0,17.1678
1703,CA-2015-114069,07-13-15,07/15/2015,Second Class,ND-18370,Natalie DeCherney,consumer,United States,New York City,New York,10035,East,OFF-PA-10000349,  Office Supplies  ,Paper,Easy-staple paper,9.96,2,0,4.6812
8133,CA-2014-127866,20-07-14,07-23-14,First Class,JD-15895,Jonathan Doherty,  Corporate  ,United States,Riverside,California,92503,West,OFF-ST-10001490,Office Supplies,STORAGE,"Hot File 7-Pocket, Floor Stand",$535.41 ,3,0,160.623
91,CA-2016-109806,17-09-16,22-09-16,  Standard Class  ,JS-15685,Jim Sink,Corporate,United States,Los Angeles,California,90036,WEST,TEC-PH-10004093,Technology,PHONES,Panasonic Kx-TS550,73.584,2,0.2,8.2782
7973,US-2015-126753,16-Aug-15,20-Aug-15,  Standard Class  ,SP-20860,Sung Pak,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10002787,Office Supplies,PAPER,Xerox 227,10.368,2,0.2,3.6288
930,CA-2017-144932,04/14/2017,17-04-17,First Class,AB-10165,Alan Barnes,CONSUMER,UNITED STATES,Toledo,Ohio,43615,East,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,14.592,3,0.2,2.5536
3208,CA-2014-158372,11-10-14,16-Nov-14,standard class,RD-19900,Ruben Dartt,consumer,  United States  ,San Diego,California,92037,West,OFF-LA-10000407,Office Supplies,Labels,Avery White Multi-Purpose Labels,39.84,8,0,18.3264
1152,CA-2015-113971,08-May-15,05-14-15,standard class,CB-12535,Claudia Bergmann,corporate,  United States  ,Cuyahoga Falls,Ohio,44221,East,FUR-FU-10001852,Furniture,Furnishings,"Eldon Regeneration Recycled Desk Accessories, Smoke",8.352,6,0.2,1.2528
2504,CA-2016-149482,11/14/2016,19-11-16,Standard Class,RR-19315,Ralph Ritter,Consumer,UNITED STATES,San Francisco,California,94110,West,OFF-LA-10000248,OFFICE SUPPLIES,Labels,Avery 52,7.38,2,0,3.4686
5296,CA-2017-142174,04-03-17,09-03-17,STANDARD CLASS,DP-13000,Darren Powers,Consumer,United States,Houston,Texas,77041,CENTRAL,OFF-PA-10000806,Office Supplies,paper,Xerox 1934,89.568,2,0.2,32.4684
2242,US-2016-126893,26-11-16,01-12-16,  Standard Class  ,CT-11995,Carol Triggs,  Consumer  ,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004165,  Technology  ,phones,Mitel MiVoice 5330e IP Phone,494.982,3,0.4,-115.4958
3250,CA-2016-159730,17-09-16,21-Sep-16,Standard  Class,SJ-20125,Sanjit Jacobs,  Home Office  ,United States,Seattle,Washington,98103,West,TEC-PH-10002085,TECHNOLOGY,Phones,Clarity 53712,$105.58 ,2,0.2,7.9188
9488,US-2017-125213,12-11-17,13-Dec-17,first class,NB-18655,Nona Balk,Corporate,United States,Paterson,New Jersey,7501,EAST,OFF-FA-10001561,Office Supplies,fasteners,Stockwell Push Pins,6.54,3,0,2.1582
4293,CA-2017-102407,09-12-17,13-12-17,second class,AT-10435,Alyssa Tate,  Home Office  ,United States,Los Angeles,California,90004,West,OFF-AP-10001394,  Office Supplies  ,Appliances,Harmony Air Purifier,189,1,0,68.04
2569,CA-2017-148929,09-07-17,09-11-17,Standard Class,SP-20620,Stefania Perrino,Corporate,UNITED STATES,New York City,New York,10011,  East  ,OFF-ST-10003282,Office Supplies,  Storage  ,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",478.08,8,0,133.8624
3943,CA-2017-160458,27-05-17,29-05-17,Second Class,EH-13945,Eric Hoffmann,Consumer,United States,Memphis,Tennessee,38109,South,OFF-PA-10001166,Office Supplies,Paper,Xerox 2,25.92,5,0.2,9.072
3687,CA-2016-102792,13-12-16,19-Dec-16,Standard Class,JC-15340,Jasper Cacioppo,Consumer,  United States  ,Riverside,California,92503,WEST,OFF-AR-10004757,Office Supplies,art,Crayola Colored Pencils,9.84,3,0,3.2472
1755,CA-2017-116715,12-02-17,12-05-17,First Class,VW-21775,Victoria Wilson,Corporate,United States,San Francisco,California,94122,WEST,OFF-PA-10003893,office supplies,Paper,Xerox 1962,8.56,2,0,3.852
6388,CA-2014-134103,30-01-14,,STANDARD CLASS,MV-18190,Mike Vittorini,Consumer,  United States  ,Detroit,Michigan,,  Central  ,OFF-PA-10001204,Office Supplies,PAPER,Xerox 1972,10.56,2,0,4.752
9395,CA-2014-125997,20-09-14,09-23-14,first class,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10011,East,FUR-CH-10001394,FURNITURE,Chairs,Global Leather Executive Chair,631.782,2,0.1,140.396
2154,CA-2016-117282,07/14/2016,18-07-16,Standard Class,DR-12880,Dan Reichenbach,  Corporate  ,United States,New York City,New York,10009,east,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,14.16,2,0.2,5.133
7068,CA-2016-114209,21-May-16,,Standard Class,AS-10285,Alejandro Savely,Corporate,  United States  ,Dallas,Texas,75081,Central,OFF-BI-10000343,OFFICE SUPPLIES,BINDERS,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",1.964,2,0.8,-3.2406
3011,CA-2017-134845,04-17-17,23-Apr-17,Standard Class,SR-20425,Sharelle Roach,HOME OFFICE,United States,Louisville,Colorado,,West,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,12.03,-5,0.7,-9.223
6010,CA-2015-135580,30-12-15,01-03-16,Standard Class,CL-12565,Clay Ludtke,Consumer,United States,Los Angeles,California,90049,west,OFF-ST-10000798,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,74.94,3,0,14.2386
7874,CA-2016-101672,10-03-16,10-07-16,Standard Class,DB-12910,Daniel Byrd,home office,United States,Lake Forest,California,92630,West,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,8.56,2,0,3.852
3786,CA-2017-112487,26-Dec-17,12-30-17,  Standard Class  ,TC-21535,Tracy Collins,Home Office,  United States  ,Columbus,Ohio,43229,East,OFF-BI-10000494,Office Supplies,Binders,Acco Economy Flexible Poly Round Ring Binder,3.132,2,0.7,-2.61
6389,CA-2014-134103,01/30/2014,04-Feb-14,STANDARD CLASS,MV-18190,Mike Vittorini,consumer,United States,Detroit,Michigan,48234,CENTRAL,OFF-ST-10000991,office supplies,storage,Space Solutions HD Industrial Steel Shelving.,229.94,2,0,6.8982
3839,CA-2014-126760,26-07-14,02-08-14,Standard Class,KM-16720,Kunst Miller,CONSUMER,united states,North Las Vegas,Nevada,89031,west,FUR-CH-10003312,FURNITURE,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,674.352,3,0.2,-109.5822
1546,CA-2014-150245,31-12-14,01-04-15,  Second Class  ,PC-18745,Pamela Coakley,Corporate,United States,Watertown,New York,13601,East,FUR-BO-10002613,FURNITURE,Bookcases,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",1573.488,7,0.2,196.686
8156,US-2017-143770,03/20/2017,24-03-17,  Standard Class  ,RD-19720,Roger Demir,CONSUMER,United States,Middletown,Connecticut,6457,East,OFF-PA-10001125,Office Supplies,paper,Xerox 1988,61.96,2,0,27.882
8858,CA-2017-135909,13-10-17,20-10-17,Standard Class,JW-15220,Jane Waco,  Corporate  ,United States,Sacramento,California,95823,west,TEC-PH-10003187,  Technology  ,Phones,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,31.984,2,0.2,-7.996
5586,CA-2017-105333,30-11-17,04-Dec-17,Standard Class,VP-21730,Victor Preis,Home Office,United States,New York City,New York,10011,EAST,TEC-PH-10001468,Technology,Phones,Panasonic Business Telephones KX-T7736,546.06,3,0,163.818
4474,CA-2017-121300,09-29-17,09-29-17,  Same Day  ,MG-17680,Maureen Gastineau,home office,UNITED STATES,Mentor,Ohio,44060,EAST,FUR-TA-10004442,Furniture,tables,Riverside Furniture Stanwyck Manor Table Series,344.22,2,0.4,-189.321
5436,CA-2015-160171,19-Oct-15,24-10-15,Standard Class,RM-19675,Robert Marley,Home Office,United States,Los Angeles,California,90008,WEST,TEC-AC-10000892,Technology,Accessories,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270,3,0,97.2
